id,organization_id,url,type,species,breeds,colors,age,gender,size,coat,attributes,environment,tags,name,description,organization_animal_id,photos,primary_photo_cropped,videos,status,status_changed_at,published_at,distance,contact,_links
31812883,WA7,https://www.petfinder.com/cat/genevieve-31812883/wa/bellingham/whatcom-humane-society-wa7/?referrer_id=9af86a2f-a205-4687-8203-bf7f8bda3681,Cat,Cat,"{'primary': 'Domestic Short Hair', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'Tabby (Brown / Chocolate)', 'secondary': None, 'tertiary': None}",Adult,Female,Small,,"{'spayed_neutered': True, 'house_trained': True, 'declawed': False, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': None}",[],Genevieve,"Genevieve is a sweet, affectionate girl looking for a loving forever home. Genevieve would do well in a home with...",,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31812883/1/?bust=1427809646&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31812883/1/?bust=1427809646&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31812883/1/?bust=1427809646&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31812883/1/?bust=1427809646'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31812883/1/?bust=1427809646&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31812883/1/?bust=1427809646&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31812883/1/?bust=1427809646&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31812883/1/?bust=1427809646'}",[],adopted,2015-04-12T19:07:49+0000,2015-03-31T13:47:26+0000,7.9831,"{'email': 'adoptions@whatcomhumane.org', 'phone': '(360) 733-2080 ext. 0', 'address': {'address1': '2172 Division Street', 'address2': None, 'city': 'Bellingham', 'state': 'WA', 'postcode': '98226', 'country': 'US'}}","{'self': {'href': '/v2/animals/31812883'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa7'}}"
31811984,WA7,https://www.petfinder.com/cat/dollar-31811984/wa/bellingham/whatcom-humane-society-wa7/?referrer_id=9af86a2f-a205-4687-8203-bf7f8bda3681,Cat,Cat,"{'primary': 'Domestic Medium Hair', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'White', 'secondary': 'Gray / Blue / Silver', 'tertiary': None}",Adult,Male,Small,,"{'spayed_neutered': False, 'house_trained': False, 'declawed': False, 'special_needs': False, 'shots_current': False}","{'children': None, 'dogs': None, 'cats': None}",[],Dollar,"Dollar is a relaxed, easy-going boy looking for a loving forever home. Dollar would do well in a home with...",,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31811984/1/?bust=1427804127&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31811984/1/?bust=1427804127&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31811984/1/?bust=1427804127&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31811984/1/?bust=1427804127'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31811984/1/?bust=1427804127&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31811984/1/?bust=1427804127&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31811984/1/?bust=1427804127&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31811984/1/?bust=1427804127'}",[],adopted,2015-04-08T19:05:03+0000,2015-03-31T12:15:27+0000,7.9831,"{'email': 'adoptions@whatcomhumane.org', 'phone': '(360) 733-2080 ext. 0', 'address': {'address1': '2172 Division Street', 'address2': None, 'city': 'Bellingham', 'state': 'WA', 'postcode': '98226', 'country': 'US'}}","{'self': {'href': '/v2/animals/31811984'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa7'}}"
31811841,WA7,https://www.petfinder.com/cat/bandit-31811841/wa/bellingham/whatcom-humane-society-wa7/?referrer_id=9af86a2f-a205-4687-8203-bf7f8bda3681,Cat,Cat,"{'primary': 'Domestic Short Hair', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'Tabby (Brown / Chocolate)', 'secondary': None, 'tertiary': None}",Adult,Male,Small,,"{'spayed_neutered': True, 'house_trained': True, 'declawed': False, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': False}",[],Bandit,"Bandit is an active, affectionate guy looking for his forever home. This talkative guy loves attention and quickly turns into...",,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31811841/1/?bust=1427803574&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31811841/1/?bust=1427803574&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31811841/1/?bust=1427803574&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31811841/1/?bust=1427803574'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31811841/1/?bust=1427803574&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31811841/1/?bust=1427803574&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31811841/1/?bust=1427803574&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31811841/1/?bust=1427803574'}",[],adopted,2015-04-15T19:47:56+0000,2015-03-31T12:06:14+0000,7.9831,"{'email': 'adoptions@whatcomhumane.org', 'phone': '(360) 733-2080 ext. 0', 'address': {'address1': '2172 Division Street', 'address2': None, 'city': 'Bellingham', 'state': 'WA', 'postcode': '98226', 'country': 'US'}}","{'self': {'href': '/v2/animals/31811841'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa7'}}"
31811753,WA7,https://www.petfinder.com/cat/ariel-31811753/wa/bellingham/whatcom-humane-society-wa7/?referrer_id=9af86a2f-a205-4687-8203-bf7f8bda3681,Cat,Cat,"{'primary': 'Domestic Short Hair', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'Tortoiseshell', 'secondary': None, 'tertiary': None}",Adult,Female,Small,,"{'spayed_neutered': True, 'house_trained': True, 'declawed': False, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': None}",[],Ariel,"Ariel is a fabulous, affectionate girl looking for a loving forever home. Ariel was surrendered to the shelter because her...",,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31811753/1/?bust=1427802554&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31811753/1/?bust=1427802554&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31811753/1/?bust=1427802554&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31811753/1/?bust=1427802554'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31811753/1/?bust=1427802554&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31811753/1/?bust=1427802554&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31811753/1/?bust=1427802554&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31811753/1/?bust=1427802554'}",[],adopted,2015-04-04T18:52:46+0000,2015-03-31T11:49:14+0000,7.9831,"{'email': 'adoptions@whatcomhumane.org', 'phone': '(360) 733-2080 ext. 0', 'address': {'address1': '2172 Division Street', 'address2': None, 'city': 'Bellingham', 'state': 'WA', 'postcode': '98226', 'country': 'US'}}","{'self': {'href': '/v2/animals/31811753'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa7'}}"
31762118,WA7,https://www.petfinder.com/cat/tiana-31762118/wa/bellingham/whatcom-humane-society-wa7/?referrer_id=9af86a2f-a205-4687-8203-bf7f8bda3681,Cat,Cat,"{'primary': 'Domestic Short Hair', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'Tabby (Gray / Blue / Silver)', 'secondary': None, 'tertiary': None}",Adult,Female,Small,,"{'spayed_neutered': True, 'house_trained': True, 'declawed': False, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': None}",[],Tiana,"Tiana is a sweet, affectionate girl looking for a loving forever home. Tiana came in with a large group of...",,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31762118/1/?bust=1427216409&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31762118/1/?bust=1427216409&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31762118/1/?bust=1427216409&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31762118/1/?bust=1427216409'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31762118/1/?bust=1427216409&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31762118/1/?bust=1427216409&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31762118/1/?bust=1427216409&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31762118/1/?bust=1427216409'}",[],adopted,2015-04-17T20:59:42+0000,2015-03-24T17:00:09+0000,7.9831,"{'email': 'adoptions@whatcomhumane.org', 'phone': '(360) 733-2080 ext. 0', 'address': {'address1': '2172 Division Street', 'address2': None, 'city': 'Bellingham', 'state': 'WA', 'postcode': '98226', 'country': 'US'}}","{'self': {'href': '/v2/animals/31762118'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa7'}}"
31762108,WA7,https://www.petfinder.com/cat/ramona-31762108/wa/bellingham/whatcom-humane-society-wa7/?referrer_id=9af86a2f-a205-4687-8203-bf7f8bda3681,Cat,Cat,"{'primary': 'Domestic Long Hair', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'Calico', 'secondary': None, 'tertiary': None}",Adult,Female,Small,,"{'spayed_neutered': True, 'house_trained': True, 'declawed': False, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': None}",[],Ramona,"Ramona is a confident girl looking for a loving forever home. This girl is bold and adventurous, she will love...",,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31762108/1/?bust=1427216276&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31762108/1/?bust=1427216276&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31762108/1/?bust=1427216276&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31762108/1/?bust=1427216276'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31762108/1/?bust=1427216276&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31762108/1/?bust=1427216276&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31762108/1/?bust=1427216276&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31762108/1/?bust=1427216276'}",[],adopted,2015-04-06T20:07:31+0000,2015-03-24T16:57:56+0000,7.9831,"{'email': 'adoptions@whatcomhumane.org', 'phone': '(360) 733-2080 ext. 0', 'address': {'address1': '2172 Division Street', 'address2': None, 'city': 'Bellingham', 'state': 'WA', 'postcode': '98226', 'country': 'US'}}","{'self': {'href': '/v2/animals/31762108'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa7'}}"
31762089,WA7,https://www.petfinder.com/cat/pig-pen-31762089/wa/bellingham/whatcom-humane-society-wa7/?referrer_id=9af86a2f-a205-4687-8203-bf7f8bda3681,Cat,Cat,"{'primary': 'Domestic Short Hair', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'Tabby (Brown / Chocolate)', 'secondary': None, 'tertiary': None}",Young,Male,Small,,"{'spayed_neutered': True, 'house_trained': True, 'declawed': False, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': None}",[],Pig Pen,Pig Pen is a charming 7 month old boy looking for his forever home. Cats can live up to 15...,,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31762089/1/?bust=1427216091&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31762089/1/?bust=1427216091&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31762089/1/?bust=1427216091&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31762089/1/?bust=1427216091'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31762089/1/?bust=1427216091&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31762089/1/?bust=1427216091&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31762089/1/?bust=1427216091&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31762089/1/?bust=1427216091'}",[],adopted,2015-03-25T19:13:24+0000,2015-03-24T16:54:51+0000,7.9831,"{'email': 'adoptions@whatcomhumane.org', 'phone': '(360) 733-2080 ext. 0', 'address': {'address1': '2172 Division Street', 'address2': None, 'city': 'Bellingham', 'state': 'WA', 'postcode': '98226', 'country': 'US'}}","{'self': {'href': '/v2/animals/31762089'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa7'}}"
31762068,WA7,https://www.petfinder.com/cat/peppermint-patty-31762068/wa/bellingham/whatcom-humane-society-wa7/?referrer_id=9af86a2f-a205-4687-8203-bf7f8bda3681,Cat,Cat,"{'primary': 'Domestic Short Hair', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'Tabby (Brown / Chocolate)', 'secondary': None, 'tertiary': None}",Young,Female,Small,,"{'spayed_neutered': True, 'house_trained': True, 'declawed': False, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': None}",[],Peppermint Patty,"Peppermint Patty is a sweet girl looking for her forever home. Cats can live up to 15 to 20 years,...",,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31762068/1/?bust=1427215822&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31762068/1/?bust=1427215822&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31762068/1/?bust=1427215822&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31762068/1/?bust=1427215822'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31762068/1/?bust=1427215822&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31762068/1/?bust=1427215822&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31762068/1/?bust=1427215822&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31762068/1/?bust=1427215822'}",[],adopted,2015-04-11T19:59:29+0000,2015-03-24T16:50:22+0000,7.9831,"{'email': 'adoptions@whatcomhumane.org', 'phone': '(360) 733-2080 ext. 0', 'address': {'address1': '2172 Division Street', 'address2': None, 'city': 'Bellingham', 'state': 'WA', 'postcode': '98226', 'country': 'US'}}","{'self': {'href': '/v2/animals/31762068'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa7'}}"
31762020,WA7,https://www.petfinder.com/cat/ninja-31762020/wa/bellingham/whatcom-humane-society-wa7/?referrer_id=9af86a2f-a205-4687-8203-bf7f8bda3681,Cat,Cat,"{'primary': 'Domestic Medium Hair', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'Black', 'secondary': None, 'tertiary': None}",Adult,Female,Small,,"{'spayed_neutered': True, 'house_trained': False, 'declawed': False, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': None}",[],Ninja,"Ninja is a mellow, sweet, and affectionate girl looking for her forever home. She can be a little shy around...",,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31762020/1/?bust=1427215352&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31762020/1/?bust=1427215352&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31762020/1/?bust=1427215352&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31762020/1/?bust=1427215352'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31762020/1/?bust=1427215352&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31762020/1/?bust=1427215352&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31762020/1/?bust=1427215352&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31762020/1/?bust=1427215352'}",[],adopted,2015-04-20T17:36:25+0000,2015-03-24T16:42:32+0000,7.9831,"{'email': 'adoptions@whatcomhumane.org', 'phone': '(360) 733-2080 ext. 0', 'address': {'address1': '2172 Division Street', 'address2': None, 'city': 'Bellingham', 'state': 'WA', 'postcode': '98226', 'country': 'US'}}","{'self': {'href': '/v2/animals/31762020'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa7'}}"
31761840,WA7,https://www.petfinder.com/cat/max-31761840/wa/bellingham/whatcom-humane-society-wa7/?referrer_id=9af86a2f-a205-4687-8203-bf7f8bda3681,Cat,Cat,"{'primary': 'Domestic Short Hair', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'Tabby (Buff / Tan / Fawn)', 'secondary': 'White', 'tertiary': None}",Adult,Male,Small,,"{'spayed_neutered': True, 'house_trained': True, 'declawed': False, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': None}",[],Max,"Max is a sweet, easy-going boy looking for a home to relax the day away. Max loves to curl up...",,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31761840/1/?bust=1427214601&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31761840/1/?bust=1427214601&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31761840/1/?bust=1427214601&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31761840/1/?bust=1427214601'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31761840/1/?bust=1427214601&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31761840/1/?bust=1427214601&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31761840/1/?bust=1427214601&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31761840/1/?bust=1427214601'}",[],adopted,2015-03-30T12:05:34+0000,2015-03-24T16:30:00+0000,7.9831,"{'email': 'adoptions@whatcomhumane.org', 'phone': '(360) 733-2080 ext. 0', 'address': {'address1': '2172 Division Street', 'address2': None, 'city': 'Bellingham', 'state': 'WA', 'postcode': '98226', 'country': 'US'}}","{'self': {'href': '/v2/animals/31761840'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa7'}}"
31761767,WA7,https://www.petfinder.com/cat/marcie-31761767/wa/bellingham/whatcom-humane-society-wa7/?referrer_id=9af86a2f-a205-4687-8203-bf7f8bda3681,Cat,Cat,"{'primary': 'Domestic Short Hair', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'Tabby (Brown / Chocolate)', 'secondary': None, 'tertiary': None}",Young,Female,Small,,"{'spayed_neutered': True, 'house_trained': True, 'declawed': False, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': None}",[],Marcie,"Marcie is a playful girl looking for her forever home. Cats can live up to 15 to 20 years, so...",,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31761767/1/?bust=1427214139&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31761767/1/?bust=1427214139&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31761767/1/?bust=1427214139&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31761767/1/?bust=1427214139'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31761767/1/?bust=1427214139&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31761767/1/?bust=1427214139&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31761767/1/?bust=1427214139&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31761767/1/?bust=1427214139'}",[],adopted,2015-03-25T15:36:23+0000,2015-03-24T16:22:18+0000,7.9831,"{'email': 'adoptions@whatcomhumane.org', 'phone': '(360) 733-2080 ext. 0', 'address': {'address1': '2172 Division Street', 'address2': None, 'city': 'Bellingham', 'state': 'WA', 'postcode': '98226', 'country': 'US'}}","{'self': {'href': '/v2/animals/31761767'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa7'}}"
31761673,WA7,https://www.petfinder.com/cat/kiki-31761673/wa/bellingham/whatcom-humane-society-wa7/?referrer_id=9af86a2f-a205-4687-8203-bf7f8bda3681,Cat,Cat,"{'primary': 'Domestic Short Hair', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'Black', 'secondary': None, 'tertiary': None}",Adult,Female,Small,,"{'spayed_neutered': True, 'house_trained': True, 'declawed': False, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': None}",[],Kiki,This independent little girl is Kiki and she is looking for her loving forever home. Kiki is a shy girl...,,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31761673/1/?bust=1427213826&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31761673/1/?bust=1427213826&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31761673/1/?bust=1427213826&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31761673/1/?bust=1427213826'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31761673/1/?bust=1427213826&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31761673/1/?bust=1427213826&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31761673/1/?bust=1427213826&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31761673/1/?bust=1427213826'}",[],adopted,2015-04-16T20:02:58+0000,2015-03-24T16:17:06+0000,7.9831,"{'email': 'adoptions@whatcomhumane.org', 'phone': '(360) 733-2080 ext. 0', 'address': {'address1': '2172 Division Street', 'address2': None, 'city': 'Bellingham', 'state': 'WA', 'postcode': '98226', 'country': 'US'}}","{'self': {'href': '/v2/animals/31761673'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa7'}}"
31761522,WA7,https://www.petfinder.com/cat/imogene-31761522/wa/bellingham/whatcom-humane-society-wa7/?referrer_id=9af86a2f-a205-4687-8203-bf7f8bda3681,Cat,Cat,"{'primary': 'Domestic Short Hair', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'Black & White / Tuxedo', 'secondary': None, 'tertiary': None}",Adult,Female,Small,Short,"{'spayed_neutered': True, 'house_trained': True, 'declawed': False, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': None}",[],Imogene,"Imogene is a pretty girl looking for a quiet, loving forever home. Imogene came in with a large group of...",,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31761522/1/?bust=1427213265&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31761522/1/?bust=1427213265&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31761522/1/?bust=1427213265&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31761522/1/?bust=1427213265'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31761522/1/?bust=1427213265&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31761522/1/?bust=1427213265&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31761522/1/?bust=1427213265&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31761522/1/?bust=1427213265'}",[],adopted,2015-05-26T12:03:14+0000,2015-03-24T16:07:45+0000,7.9831,"{'email': 'adoptions@whatcomhumane.org', 'phone': '(360) 733-2080 ext. 0', 'address': {'address1': '2172 Division Street', 'address2': None, 'city': 'Bellingham', 'state': 'WA', 'postcode': '98226', 'country': 'US'}}","{'self': {'href': '/v2/animals/31761522'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa7'}}"
31761455,WA7,https://www.petfinder.com/cat/otto-31761455/wa/bellingham/whatcom-humane-society-wa7/?referrer_id=9af86a2f-a205-4687-8203-bf7f8bda3681,Cat,Cat,"{'primary': 'Domestic Short Hair', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'Black', 'secondary': None, 'tertiary': None}",Adult,Male,Small,,"{'spayed_neutered': True, 'house_trained': True, 'declawed': False, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': None}",[],Otto,"Otto is a sweet, bashful boy looking for a quiet, loving forever home. Otto came in with a bunch of...",,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31761455/1/?bust=1427212962&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31761455/1/?bust=1427212962&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31761455/1/?bust=1427212962&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31761455/1/?bust=1427212962'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31761455/1/?bust=1427212962&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31761455/1/?bust=1427212962&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31761455/1/?bust=1427212962&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31761455/1/?bust=1427212962'}",[],adopted,2015-03-25T15:36:29+0000,2015-03-24T16:02:42+0000,7.9831,"{'email': 'adoptions@whatcomhumane.org', 'phone': '(360) 733-2080 ext. 0', 'address': {'address1': '2172 Division Street', 'address2': None, 'city': 'Bellingham', 'state': 'WA', 'postcode': '98226', 'country': 'US'}}","{'self': {'href': '/v2/animals/31761455'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa7'}}"
